emp_no,first_name,last_name,birth_date,from_date,to_date,titles
31215,Constantine,Schaft,1954-09-30,2000-07-04,1999-01-01,Senior Staff
31245,Woody,Maliniak,1964-07-01,2000-11-14,1999-01-01,Staff
31267,Souichi,Copas,1960-12-03,2000-08-12,1999-01-01,Staff
31406,Leandro,Narahara,1961-01-20,2000-01-04,1999-01-01,Staff
31479,Gennadi,Taneja,1963-12-05,2000-07-26,1999-01-01,Staff
31543,Srinidhi,Siksek,1955-01-26,2000-07-26,1999-01-01,Engineer
31554,Mitsuyuki,Cochrane,1955-05-16,2000-01-22,1999-01-01,Staff
31590,Leucio,Maksimenko,1956-12-02,2000-01-26,1999-01-01,Engineer
31622,Demin,Cappelletti,1957-02-19,2000-01-26,1999-01-01,Staff
31640,Conor,Rosiles,1964-06-25,2000-01-17,1999-01-01,Engineer
31909,Murthy,Peek,1965-01-10,2000-10-30,1999-01-01,Engineer
31925,Angel,Randi,1957-10-26,2000-01-25,1999-01-01,Staff
31938,Luerbio,Parascandalo,1960-04-12,2000-03-23,1999-01-01,Senior Engineer
31947,Youssef,Asrin,1961-07-02,2000-01-30,2002-01-03,Staff
31949,Supot,Chorvat,1961-03-15,2000-01-09,1999-01-01,Technique Leader
32037,Bader,Ozeri,1953-10-08,2000-01-17,1999-01-01,Engineer
32089,Jianhua,Bardell,1953-12-11,2000-02-16,1999-01-01,Senior Engineer
32099,Weiwu,Feldhoffer,1957-09-01,2000-05-28,1999-01-01,Engineer
32144,Akeel,Nittel,1954-09-11,2000-01-11,1999-01-01,Engineer
32185,Kinh,DiGiano,1964-03-04,2000-01-20,1999-01-01,Senior Engineer
32189,Subhada,Pokrovskii,1964-02-14,2000-01-15,2001-12-23,Engineer
32212,Manton,Zaumen,1956-05-13,2000-03-20,1999-01-01,Engineer
32307,Hercules,Setiz,1952-06-10,2000-01-06,1999-01-01,Senior Engineer
32327,Divine,Cesareni,1964-08-01,2000-01-02,1999-01-01,Senior Engineer
32379,Yongqiao,Vingron,1956-06-14,2000-05-25,2000-10-09,Assistant Engineer
32428,Subhada,Senzako,1958-04-07,2000-02-29,1999-01-01,Staff
32479,Kerhong,Olano,1953-04-17,2000-01-30,1999-01-01,Staff
32484,Adly,Janocha,1964-01-27,2000-01-31,1999-01-01,Engineer
32504,Teunis,Benaini,1958-09-29,2000-02-23,1999-01-01,Senior Staff
32530,Anyuan,Carrera,1956-08-18,2000-01-07,1999-01-01,Engineer
32595,Magy,Ghemri,1954-09-05,2000-09-25,1999-01-01,Engineer
32642,Danel,Garigliano,1954-01-08,2000-12-24,1999-01-01,Engineer
32669,Tooru,Fordan,1957-09-15,2000-08-15,1999-01-01,Technique Leader
32788,Zhaofang,Janetzko,1958-10-01,2000-01-11,1999-01-01,Senior Engineer
32833,Morrie,Picci,1961-05-30,2000-01-24,1999-01-01,Engineer
32847,Mariusz,Lenart,1958-05-11,2000-01-17,1999-01-01,Staff
32848,Adel,Pocchiola,1959-10-29,2000-01-28,1999-01-01,Senior Engineer
33032,Heping,Hasham,1964-11-20,2000-05-25,2000-10-02,Staff
33041,Doowon,Birdsall,1953-04-16,2000-03-24,1999-01-01,Technique Leader
33136,Leandro,Alameldin,1958-02-14,2000-01-03,1999-01-01,Staff
33211,Prodip,DuBourdieux,1954-05-30,2000-01-03,1999-01-01,Senior Engineer
33278,Kyoichi,Boguraev,1954-09-15,2000-01-18,1999-01-01,Senior Staff
33359,Emdad,Berztiss,1955-03-10,2000-01-15,1999-01-01,Staff
33396,Pascal,Stassinopoulos,1961-04-11,2000-07-29,1999-01-01,Engineer
33452,Frazer,Decaestecker,1961-09-13,2000-01-26,1999-01-01,Senior Staff
33453,Marek,Birdsall,1957-10-07,2000-04-18,1999-01-01,Engineer
33465,Kwangho,Cochrane,1962-12-10,2000-01-13,1999-01-01,Staff
33532,Valter,Setiz,1953-05-26,2000-01-25,1999-01-01,Senior Engineer
33546,Raimond,Thorelli,1953-02-06,2000-02-14,1999-01-01,Senior Staff
33554,Kazuhiko,Bottner,1962-08-09,2000-03-17,1999-01-01,Technique Leader
33600,Tuval,Dayana,1962-03-24,2000-06-07,1999-01-01,Senior Engineer
33614,Seshu,Rissland,1954-12-30,2000-01-02,1999-01-01,Engineer
33676,Poornachandra,Akazan,1964-01-05,2000-01-16,2000-09-20,Staff
33760,Franziska,Salvesen,1952-12-28,2000-11-01,2002-07-03,Senior Staff
33762,Mohd,Rosen,1955-07-07,2000-01-21,1999-01-01,Staff
33804,Kiyomitsu,Nooteboom,1960-11-26,2000-06-17,1999-01-01,Staff
33869,Masato,Lukaszewicz,1959-11-12,2000-03-28,1999-01-01,Staff
33953,Fayez,Hainaut,1958-03-04,2000-09-24,1999-01-01,Senior Engineer
33963,Kersti,Bratten,1955-03-26,2000-10-25,1999-01-01,Senior Engineer
33979,Saeko,Worfolk,1961-08-05,2000-01-10,2000-07-20,Senior Engineer
34021,Masaki,Qiwen,1958-11-19,2000-01-17,1999-01-01,Technique Leader
34163,Zorica,Isaak,1954-08-17,2000-05-26,2001-03-15,Engineer
34164,Arumugam,Picel,1956-04-11,2000-01-07,1999-01-01,Staff
34184,Shiv,Klassen,1954-10-29,2000-01-17,1999-01-01,Senior Engineer
34254,Moon,Marletta,1952-04-16,2000-10-15,1999-01-01,Senior Engineer
34263,Monique,Clemencon,1961-12-29,2000-10-21,1999-01-01,Senior Engineer
34268,Soenke,Kitai,1954-01-27,2000-01-28,1999-01-01,Engineer
34316,Lein,Begiun,1957-03-13,2000-01-12,1999-01-01,Senior Engineer
34410,Miomir,Angot,1963-07-11,2000-11-05,1999-01-01,Staff
34421,Hsiangchu,Journel,1956-08-27,2000-01-01,1999-01-01,Senior Staff
34425,Krisda,Liedekerke,1954-11-01,2000-01-18,1999-01-01,Engineer
34465,Marek,Unni,1964-07-19,2000-11-17,1999-01-01,Senior Staff
34483,Martien,Hasham,1960-06-23,2000-01-14,1999-01-01,Senior Engineer
34590,Ranga,Glowinski,1958-07-04,2000-09-18,1999-01-01,Staff
34668,Sachin,Szemeredi,1956-04-04,2000-06-05,1999-01-01,Engineer
34736,Rosli,Gerlach,1960-09-08,2000-03-11,1999-01-01,Technique Leader
34782,Eishiro,Hardjono,1964-10-03,2000-01-07,1999-01-01,Staff
34837,Chandrasekaran,Bamford,1956-05-11,2000-01-08,2000-10-05,Engineer
34874,Katsuo,Beetstra,1962-10-21,2000-01-20,1999-01-01,Engineer
34895,Przemyslawa,Crouzet,1956-06-29,2000-04-26,1999-01-01,Senior Engineer
34903,Chinho,Servi,1964-05-01,2000-09-26,1999-01-01,Engineer
35055,Weiwu,Erdi,1964-11-04,2000-05-16,1999-01-01,Engineer
35076,Brewster,Falco,1964-05-28,2000-01-10,1999-01-01,Senior Staff
35082,Xuedong,Smeets,1956-05-03,2000-05-16,1999-01-01,Senior Engineer
35128,Jianhao,Saoudi,1959-05-06,2000-01-02,2002-05-11,Senior Staff
35159,Mohammad,Demke,1953-07-04,2000-04-26,1999-01-01,Staff
35177,Barna,Douceur,1964-08-26,2000-09-14,1999-01-01,Engineer
35291,Shushma,Marsiglia,1959-02-08,2000-01-06,2000-07-06,Staff
35298,Houman,Esteva,1953-12-12,2000-01-17,1999-01-01,Engineer
35310,Moon,Zobel,1957-12-22,2000-01-02,1999-01-01,Staff
35371,Arup,Chleq,1954-07-05,2000-01-13,1999-01-01,Senior Engineer
35385,Jaihie,Massonet,1960-09-02,2000-11-03,1999-01-01,Senior Engineer
35411,Billie,Rohrbach,1955-07-22,2000-01-31,1999-01-01,Senior Engineer
35432,Chenyi,Willoner,1956-12-11,2000-10-09,1999-01-01,Engineer
35588,Deniz,Gornas,1957-12-07,2000-01-15,1999-01-01,Senior Engineer
35671,Manibrata,Kroon,1956-05-25,2000-01-01,1999-01-01,Senior Engineer
35690,Khedija,Gluchowski,1961-09-18,2000-10-05,1999-01-01,Senior Engineer
35922,Luisa,Marsiglia,1960-12-20,2000-10-01,1999-01-01,Staff
35961,Kwok,McClurg,1961-01-28,2000-01-01,2000-02-01,Staff
35991,Gurbir,Crelier,1955-09-28,2000-01-31,1999-01-01,Staff
36066,Aruna,Poujol,1953-06-04,2000-02-21,2001-08-10,Assistant Engineer
36084,Adin,Swen,1960-05-27,2000-01-01,1999-01-01,Engineer
36100,Tomofumi,Bazzichi,1959-06-17,2000-10-02,2001-06-18,Engineer
36310,Manibrata,Anger,1956-06-07,2000-06-26,2001-01-23,Senior Engineer
36463,Chanjung,Burnard,1954-09-25,2000-01-02,1999-01-01,Staff
36527,Kersti,Joslin,1962-09-17,2000-03-20,1999-01-01,Engineer
36555,Takahiro,Rothenberg,1953-07-31,2000-02-17,1999-01-01,Senior Staff
36662,Dhritiman,Bennet,1958-04-07,2000-12-10,1999-01-01,Staff
36706,Florian,Camarinopoulos,1954-02-06,2000-10-14,2001-02-18,Senior Engineer
36714,Morris,Pell,1956-09-30,2000-11-09,1999-01-01,Staff
36750,Bernd,Kumaresan,1960-06-01,2000-01-04,2001-01-14,Staff
36844,Hailing,Levergood,1965-01-01,2000-01-12,1999-01-01,Staff
36861,Haldon,Luiz,1955-07-19,2000-01-23,1999-01-01,Technique Leader
36880,Dzung,Setlzner,1954-09-19,2000-09-12,1999-01-01,Senior Staff
36884,Florina,Baak,1959-11-06,2000-01-01,1999-01-01,Engineer
36924,Kerhong,Fordan,1958-12-15,2000-01-16,1999-01-01,Staff
36956,Ulises,Marciano,1954-09-11,2000-02-21,1999-01-01,Senior Staff
37085,Carrsten,Swift,1960-01-24,2000-02-17,1999-01-01,Technique Leader
37183,Sachar,Kilgour,1963-03-11,2000-10-28,1999-01-01,Senior Staff
37191,Elzbieta,Castellani,1964-10-21,2000-03-01,1999-01-01,Staff
37221,Vishv,Michaeli,1957-11-13,2000-09-04,1999-01-01,Senior Staff
37335,Chandrasekaran,Curless,1963-06-09,2000-01-15,1999-01-01,Staff
37477,Byong,Babu,1963-01-22,2000-03-17,1999-01-01,Staff
37736,Claudi,Anandan,1961-05-22,2000-01-01,1999-01-01,Engineer
37878,Ayakannu,Dayang,1959-06-23,2000-04-14,1999-01-01,Senior Staff
37998,Mori,Awdeh,1961-03-20,2000-11-04,1999-01-01,Staff
38155,Anestis,Schwartzbauer,1961-09-21,2000-06-18,1999-01-01,Senior Staff
38165,Tsvetan,Alblas,1959-03-18,2000-08-03,1999-01-01,Engineer
38206,Ugo,Jeansoulin,1962-05-25,2000-12-30,1999-01-01,Engineer
38227,Abdelghani,Crabtree,1952-07-07,2000-06-21,1999-01-01,Senior Engineer
38228,Radoslaw,Shigei,1963-08-23,2000-01-06,2001-09-09,Senior Engineer
38306,Mizuhito,VanScheik,1953-04-17,2000-01-04,1999-01-01,Staff
38367,Arch,Riexinger,1959-04-18,2000-01-20,2000-02-10,Staff
38382,Susanna,Usdin,1963-09-07,2000-01-20,1999-01-01,Engineer
38396,Kazuhiko,Parveen,1963-04-25,2000-01-12,1999-01-01,Engineer
38433,Charlene,Marzano,1959-11-05,2000-05-18,1999-01-01,Senior Engineer
38475,Christfried,Zeleznik,1956-11-22,2000-12-20,1999-01-01,Staff
38484,Bartek,Kropatsch,1956-05-18,2000-01-28,2002-02-26,Staff
38521,Mariusz,Jording,1963-03-01,2000-01-09,2000-03-22,Staff
38552,Yolla,Quittner,1955-12-27,2000-10-20,1999-01-01,Staff
38796,Theirry,Ramras,1957-02-07,2000-02-20,1999-01-01,Senior Engineer
38939,Rosalyn,Hardjono,1960-12-18,2000-02-01,1999-01-01,Technique Leader
38956,Tesuro,Flanders,1964-12-04,2000-02-24,1999-01-01,Staff
38993,Gal,Aseltine,1955-05-21,2000-01-10,1999-01-01,Staff
39048,Valery,Lanphier,1953-06-30,2000-01-20,1999-01-01,Staff
39057,Rafail,Ferriere,1964-01-07,2000-01-12,1999-01-01,Technique Leader
39145,Dulce,Heystek,1952-08-05,2000-01-06,1999-01-01,Senior Staff
39214,Duke,Birsak,1964-06-10,2000-04-13,1999-01-01,Staff
39243,Arco,Heiserman,1955-09-20,2000-11-11,1999-01-01,Staff
39244,Sasan,Marrevee,1952-02-24,2000-01-13,1999-01-01,Engineer
39370,Seongbin,Morrow,1962-02-23,2000-09-03,1999-01-01,Staff
39432,Ymte,Leivant,1964-09-02,2000-01-08,1999-01-01,Engineer
39462,Basil,Luit,1952-03-10,2000-11-01,1999-01-01,Engineer
39538,Szabolcs,Maraist,1952-10-07,2000-12-10,1999-01-01,Senior Staff
39568,Aluzio,Stiles,1958-07-24,2000-01-18,1999-01-01,Technique Leader
39574,Sorina,Ponthieu,1963-08-14,2000-02-05,1999-01-01,Staff
39639,Leen,Fordan,1962-12-07,2000-10-18,1999-01-01,Senior Staff
39648,Gad,Lanphier,1953-11-23,2000-06-06,1999-01-01,Senior Staff
39657,Eran,Fortenbacher,1953-04-07,2000-08-26,1999-01-01,Engineer
39678,Chiradeep,Waeselynck,1953-02-08,2000-03-12,1999-01-01,Senior Staff
39683,Vitaly,Veccia,1954-08-18,2000-01-03,1999-01-01,Engineer
39877,Uli,Strandh,1964-10-31,2000-12-08,1999-01-01,Senior Engineer
39950,Along,Cincotta,1958-11-26,2000-01-28,1999-01-01,Staff
40006,Basim,Panienski,1962-11-07,2000-01-13,1999-01-01,Engineer
40007,Xiping,Cronau,1960-03-18,2000-08-04,1999-01-01,Senior Staff
40031,Luerbio,Orlowski,1957-02-24,2000-01-05,1999-01-01,Staff
40138,Youjian,Wroclawski,1962-06-07,2000-05-24,1999-01-01,Senior Staff
40179,Bowen,Rosis,1962-12-12,2000-02-01,1999-01-01,Engineer
40210,Mountaz,Kawashimo,1958-06-08,2000-01-27,1999-01-01,Engineer
40214,Freyja,Kenevan,1956-02-13,2000-07-25,1999-01-01,Staff
40281,Arne,Merey,1959-12-24,2000-02-14,2002-01-04,Senior Engineer
40326,Domenico,Sevcikova,1958-11-18,2000-02-24,1999-01-01,Staff
40342,Tse,Debuse,1962-03-23,2000-01-15,2000-09-03,Technique Leader
40343,Chandrasekaran,Vilarrasa,1957-02-19,2000-01-04,2000-12-27,Staff
40353,Shigeichiro,Cyre,1956-02-19,2000-11-26,1999-01-01,Assistant Engineer
40446,Xiaocheng,Peyn,1963-09-15,2000-02-14,1999-01-01,Senior Staff
40482,Ekawit,Gulak,1959-08-09,2000-01-05,1999-01-01,Staff
40506,Alain,Griswold,1955-09-04,2000-01-07,1999-01-01,Engineer
40520,Danny,Gajiwala,1952-09-21,2000-12-08,1999-01-01,Engineer
40563,Hongzhu,Munos,1954-02-01,2000-01-31,1999-01-01,Engineer
40602,Make,Mattern,1964-07-20,2000-10-17,2001-04-19,Technique Leader
40643,Wojceich,Milicia,1962-11-01,2000-01-29,1999-01-01,Engineer
40699,Shih,Cooke,1959-01-06,2000-01-21,1999-01-01,Technique Leader
40818,Masasuke,Kuszyk,1956-07-01,2000-02-18,1999-01-01,Engineer
40846,Mitchel,Alameldin,1962-04-26,2000-01-14,1999-01-01,Senior Staff
40899,Hugo,Etalle,1960-06-03,2000-08-22,1999-01-01,Engineer
40917,Gladys,Asrin,1959-01-06,2000-01-16,1999-01-01,Staff
40955,Navin,Versino,1955-11-07,2000-06-27,1999-01-01,Engineer
40963,Lucian,Chinin,1957-03-03,2000-12-09,1999-01-01,Engineer
40972,Marlo,Moffat,1959-01-22,2000-10-10,1999-01-01,Senior Staff
41068,Yucel,Valtorta,1963-10-14,2000-11-10,1999-01-01,Staff
41351,Deniz,Lagarias,1952-09-29,2000-01-09,1999-01-01,Staff
41381,Froduald,Hofstetter,1958-02-24,2000-01-03,1999-01-01,Senior Engineer
41386,Adit,Pepe,1955-04-23,2000-11-04,1999-01-01,Engineer
41473,Ohad,Angelov,1963-08-30,2000-07-28,1999-01-01,Senior Engineer
41566,Olivera,Peac,1959-02-04,2000-03-29,1999-01-01,Senior Engineer
41635,Takahira,Suri,1960-12-07,2000-05-28,2001-05-01,Staff
41699,Nathalie,Luca,1956-07-29,2000-11-11,1999-01-01,Technique Leader
41716,Irene,Mitsuhashi,1952-06-15,2000-08-17,1999-01-01,Staff
41744,Irene,Chelton,1958-01-22,2000-11-17,1999-01-01,Engineer
41768,Sreenivas,Hertweck,1963-01-08,2000-01-26,1999-01-01,Engineer
41849,Arlette,Demeyer,1960-09-11,2000-06-29,1999-01-01,Staff
41868,Francoise,Wossner,1956-09-26,2000-10-22,1999-01-01,Senior Staff
42255,Ziyad,Kalorkoti,1954-10-15,2000-01-27,2001-11-28,Engineer
42265,Amabile,Eldridge,1953-11-01,2000-09-18,2000-10-27,Senior Staff
42274,Gal,Grospietsch,1952-09-19,2000-05-29,1999-01-01,Assistant Engineer
42313,Fumino,Gilg,1964-06-01,2000-06-10,1999-01-01,Engineer
42334,Gaurav,Delaune,1962-08-12,2000-06-20,1999-01-01,Senior Staff
42343,Reinhard,Kornyak,1957-08-31,2000-08-26,1999-01-01,Senior Staff
42410,Marjo,Falster,1955-01-21,2000-01-09,1999-01-01,Engineer
42428,Goo,Staelin,1964-12-11,2000-07-13,1999-01-01,Senior Staff
42716,Fabrizio,Quadeer,1955-06-20,2000-05-23,1999-01-01,Senior Staff
42721,Shuky,Polajnar,1959-08-12,2000-01-18,1999-01-01,Senior Staff
42855,Ymte,Lorie,1957-06-18,2000-01-12,2000-05-08,Engineer
43025,Giri,Rabejac,1954-03-26,2000-09-27,1999-01-01,Senior Engineer
43034,Mansur,Georg,1961-04-14,2000-12-25,1999-01-01,Staff
43044,Masako,Gustavson,1952-12-26,2000-07-27,1999-01-01,Technique Leader
43132,Pramod,Zumaque,1952-03-31,2000-01-13,1999-01-01,Engineer
43329,Jaideep,Koshiba,1961-01-17,2000-01-07,1999-01-01,Staff
43409,Huican,Boudaillier,1958-02-23,2000-08-21,2000-09-18,Senior Staff
43411,Otilia,Peral,1959-11-25,2000-01-11,1999-01-01,Staff
43419,Hugh,Rijckaert,1955-03-21,2000-10-05,1999-01-01,Senior Engineer
43502,Menkae,Dredge,1963-09-23,2000-01-29,1999-01-01,Senior Staff
43671,Cullen,Improta,1962-11-14,2000-01-01,1999-01-01,Engineer
43688,Tetsushi,Masada,1964-07-14,2000-02-14,1999-01-01,Engineer
43814,Minghong,Hutter,1954-11-21,2000-04-26,1999-01-01,Staff
43891,Bartek,Rosaz,1962-01-27,2000-10-17,1999-01-01,Senior Staff
43918,Huican,Heijenga,1957-09-09,2000-10-14,1999-01-01,Senior Engineer
43946,Kankanahalli,Swist,1955-11-24,2000-05-18,1999-01-01,Staff
44049,Sergi,Cochrane,1964-09-28,2000-01-03,1999-01-01,Staff
44147,Ulises,Oppitz,1963-08-20,2000-12-16,1999-01-01,Staff
44234,Kenroku,Pardalos,1954-05-10,2000-08-14,1999-01-01,Engineer
44243,Jaana,Kuhnemann,1963-06-11,2000-10-05,1999-01-01,Technique Leader
44325,Bernt,Gini,1961-06-10,2000-01-11,1999-01-01,Staff
44484,Pasqua,Gelosh,1955-07-23,2000-07-14,1999-01-01,Senior Staff
44514,Leah,Weedon,1958-06-22,2000-01-20,1999-01-01,Engineer
44547,Taegyun,Nitsche,1960-01-26,2000-01-26,1999-01-01,Engineer
44585,Udaiprakash,Erman,1963-07-28,2000-04-15,1999-01-01,Engineer
44711,Yurij,Nergos,1963-04-23,2000-01-26,2001-02-09,Staff
44771,Leandro,Wilharm,1954-09-16,2000-01-15,2001-10-14,Engineer
44840,Tetsurou,Katalagarianos,1960-09-11,2000-01-11,2002-03-18,Engineer
44969,Arup,Georg,1964-09-24,2000-02-14,1999-01-01,Engineer
45034,Marko,Cooman,1959-06-02,2000-01-24,1999-01-01,Engineer
45053,Ymte,Zongker,1954-05-30,2000-06-30,1999-01-01,Technique Leader
45177,Alassane,Iacovou,1952-12-07,2000-04-15,1999-01-01,Engineer
45197,Tianruo,Harnett,1954-05-02,2000-01-09,2000-05-18,Staff
45333,Leszek,Waeselynck,1955-08-21,2000-01-15,1999-01-01,Senior Engineer
45342,Fatemeh,Sluis,1952-07-31,2000-11-03,1999-01-01,Engineer
45361,Frederique,Brookman,1952-09-03,2000-01-03,1999-01-01,Senior Staff
45363,Kenroku,Hainaut,1952-07-24,2000-01-07,1999-01-01,Engineer
45404,Uzi,Biros,1962-08-09,2000-01-08,1999-01-01,Senior Staff
45437,Dinkar,Krohm,1958-05-29,2000-06-04,2000-11-09,Senior Staff
45523,Ferdinand,Ruther,1962-06-19,2000-02-17,1999-01-01,Engineer
45524,Renee,Tempesti,1958-08-20,2000-01-27,1999-01-01,Senior Engineer
45680,Yahiko,Yoshimura,1963-09-02,2000-06-27,1999-01-01,Senior Staff
45742,Randy,Luan,1958-09-03,2000-10-02,1999-01-01,Senior Engineer
45775,Ortrud,Tsukune,1954-12-02,2000-05-07,2000-11-24,Senior Staff
45784,Georg,Zaumen,1956-08-10,2000-01-17,2000-05-24,Staff
45805,Brewster,Falster,1953-07-22,2000-05-04,1999-01-01,Assistant Engineer
45874,Takahito,Speek,1963-08-30,2000-01-09,1999-01-01,Senior Engineer
45911,Aleksander,Bojadziev,1963-04-30,2000-03-28,1999-01-01,Staff
45949,Shrikanth,Daescu,1964-12-17,2000-10-10,2001-08-30,Engineer
46080,Mats,Binkley,1958-08-03,2000-01-11,1999-01-01,Senior Staff
46108,Masasuke,Roison,1954-02-24,2000-01-20,2001-08-01,Engineer
46109,Kiyotoshi,Kragelund,1953-03-22,2000-12-22,1999-01-01,Senior Staff
46165,Emran,Penn,1960-09-21,2000-01-31,2001-02-27,Engineer
46264,Sergi,Engberts,1964-11-02,2000-08-12,1999-01-01,Assistant Engineer
46289,Masaru,Parveen,1957-02-06,2000-01-06,1999-01-01,Senior Engineer
46302,Susanta,Pezzoli,1955-02-26,2000-01-04,2002-07-25,Senior Staff
46357,Sahrah,Lodder,1962-11-03,2000-09-02,1999-01-01,Technique Leader
46502,Rasikan,Stanger,1958-10-03,2000-06-04,1999-01-01,Engineer
46643,Toney,Pell,1962-08-08,2000-01-19,1999-01-01,Staff
46652,Yishai,Radhakrishnan,1956-02-18,2000-10-10,1999-01-01,Engineer
46785,Dannz,Brodie,1964-10-22,2000-02-04,1999-01-01,Engineer
46909,Mizuhito,Bugrara,1957-06-03,2000-01-11,1999-01-01,Senior Staff
46972,Srinidhi,Rahimi,1953-09-28,2000-01-29,2000-05-03,Staff
47051,Ebbe,Srimani,1954-02-06,2000-12-06,1999-01-01,Senior Staff
47071,Marin,Hiltgen,1962-09-13,2000-04-27,1999-01-01,Engineer
47097,Otmar,Ambroszkiewicz,1963-01-30,2000-01-28,1999-01-01,Engineer
47138,Vesna,Coorg,1953-08-06,2000-07-14,1999-01-01,Staff
47291,Ulf,Flexer,1960-09-09,2000-01-26,1999-01-01,Staff
47293,Unal,Beidas,1952-04-23,2000-11-11,1999-01-01,Senior Engineer
47333,Kwangyoen,Brattka,1956-10-05,2000-01-12,1999-01-01,Engineer
47357,Jagoda,Grabner,1956-05-09,2000-02-15,1999-01-01,Engineer
47366,Breannda,Garnham,1961-08-27,2000-10-14,1999-01-01,Senior Engineer
47376,Mats,Rouquie,1955-06-03,2000-01-04,2000-11-03,Technique Leader
47517,Oscal,Yurek,1963-01-03,2000-01-21,2000-05-10,Senior Staff
47628,Hiroyasu,Waeselynck,1962-12-01,2000-01-12,1999-01-01,Staff
47645,Ramalingam,Rodham,1959-10-14,2000-01-13,1999-01-01,Senior Engineer
47712,Guozhong,Denny,1963-06-13,2000-10-15,1999-01-01,Engineer
47780,Gretta,Gajiwala,1957-08-19,2000-01-15,2000-07-20,Staff
47826,Temple,Hooghiemstra,1964-07-15,2000-05-18,1999-01-01,Senior Staff
47993,Xiahua,Azuma,1963-09-22,2000-07-14,1999-01-01,Senior Engineer
48150,Anyuan,Sundgren,1954-09-24,2000-03-18,2002-03-13,Engineer
48170,Lorien,Luon,1956-04-15,2000-04-16,1999-01-01,Senior Engineer
48266,Margareta,Cooman,1953-09-21,2000-01-03,1999-01-01,Engineer
48358,Branimir,Syang,1962-07-03,2000-01-31,2001-11-07,Senior Engineer
48471,Yinghua,Kaltofen,1961-01-15,2000-01-09,1999-01-01,Assistant Engineer
48478,Stein,Mamelak,1961-07-10,2000-01-04,1999-01-01,Senior Staff
48515,Arvin,Marchesini,1956-10-07,2000-06-20,1999-01-01,Assistant Engineer
48518,Sajjad,Staelin,1959-03-18,2000-01-23,1999-01-01,Engineer
48555,Wonhee,Herber,1956-01-20,2000-08-04,1999-01-01,Staff
48720,Mariangiola,Larfeldt,1959-12-04,2000-01-16,1999-01-01,Staff
48805,Shunichi,Schach,1956-08-24,2000-01-13,1999-01-01,Senior Engineer
48905,Vishwani,Schoegge,1952-09-21,2000-11-06,1999-01-01,Staff
48963,Xuejia,Bugaenko,1957-07-15,2000-02-26,1999-01-01,Senior Staff
48964,Weiye,Leonhardt,1957-04-12,2000-01-03,2002-07-20,Engineer
49031,Utz,Cheshire,1960-02-27,2000-01-21,1999-01-01,Staff
49127,Arun,Kropatsch,1957-07-21,2000-04-16,1999-01-01,Senior Engineer
49383,Ipke,Krone,1952-10-24,2000-11-03,1999-01-01,Assistant Engineer
49450,Premal,Quaggetto,1959-12-25,2000-12-14,1999-01-01,Engineer
49528,Kristen,Baig,1960-11-16,2000-11-18,1999-01-01,Senior Staff
49548,Nikolaos,Byoun,1958-01-19,2000-10-28,1999-01-01,Senior Staff
49559,Hsiangchu,Pocchiola,1957-06-01,2000-01-21,2000-08-14,Engineer
49603,Qingxiang,Schmezko,1956-09-03,2000-01-04,1999-01-01,Staff
49624,Falguni,Mitsuhashi,1952-09-08,2000-08-02,1999-01-01,Engineer
49676,Laurentiu,Naumovich,1963-07-21,2000-01-02,1999-01-01,Staff
49766,Anestis,Staylopatis,1953-07-26,2000-01-11,1999-01-01,Staff
49835,Josyula,Imataki,1954-05-15,2000-01-17,1999-01-01,Engineer
49863,Christfried,Melichar,1958-05-07,2000-06-05,1999-01-01,Staff
49874,Masali,Birke,1961-03-20,2000-01-25,2000-08-04,Staff
49876,Ottavia,Heystek,1959-03-09,2000-01-04,1999-01-01,Engineer
49947,Waiman,Rusmann,1957-01-21,2000-10-18,1999-01-01,Engineer
49981,Mads,Hofstetter,1955-06-16,2000-01-13,2000-02-29,Senior Staff
50075,Shaz,Muntz,1953-01-23,2000-11-05,1999-01-01,Senior Staff
50105,Conor,Coors,1956-06-07,2000-03-27,1999-01-01,Engineer
50115,Chanjung,Peron,1952-12-08,2000-03-29,1999-01-01,Engineer
50278,Sarita,Luon,1962-10-03,2000-07-25,1999-01-01,Senior Engineer
50324,Geraldo,Taubenfeld,1955-08-29,2000-01-24,1999-01-01,Engineer
50327,Tamiya,Kulisch,1958-08-20,2000-08-28,1999-01-01,Engineer
50345,Wojceich,Matzel,1959-08-15,2000-11-18,1999-01-01,Senior Staff
50375,Tiina,Kampfer,1955-04-20,2000-01-23,2000-09-03,Staff
50390,Aemilian,Katiyar,1962-12-06,2000-03-28,1999-01-01,Engineer
50461,Susuma,Wegerle,1956-10-09,2000-07-07,2001-02-27,Staff
50471,Chikara,Hoppenstand,1954-01-11,2000-01-28,1999-01-01,Engineer
50497,Zsolt,Yetim,1964-02-29,2000-09-25,1999-01-01,Staff
50545,Giordano,Fairtlough,1962-02-04,2000-01-04,1999-01-01,Senior Staff
50564,Nikolaos,Siegrist,1962-12-10,2000-10-22,1999-01-01,Senior Engineer
50593,Mart,Bierbaum,1958-03-26,2000-11-12,1999-01-01,Senior Engineer
50617,Dzung,Schaap,1956-12-29,2000-01-02,1999-01-01,Engineer
50811,Goo,Schrift,1964-05-25,2000-05-25,1999-01-01,Staff
50866,Basant,Birta,1957-03-15,2000-03-11,1999-01-01,Senior Engineer
50919,Gilbert,Cools,1954-10-25,2000-01-28,1999-01-01,Staff
